Path,File_Name,CRIE Readability 1.0,SVM readability prediction 1.0,SVM readability prediction 2.0,Paragraphs,Average paragraph length,Characters,Words,Adverbs,Verbs,Type-token ratio,Difficult words,Low-stroke characters,Intermediate-stroke characters,High-stroke characters,Average strokes,Two-character words,Three-character words,Sentences,Average sentence length,Simple sentence ratio,modifiers per NP,Np ratio,Average propositional phrase,Sentences with complex structure,Parallelism,Average number of idioms each sentence,Content words,Negatives,Sentences with complex semantic categories,Number of complex semantic categories,Intentional words,Noun word density,Content word frequency in logarithmic,Average frequency of content word in domain in Logarithmic,Number of Idioms,Standard Deviation of number of idioms,Pronouns,Personal pronouns,First personal pronouns,Third personal pronouns,conjunctions,positive conjunctions,negative conjunctions,adversative conjunctions,causal conjunctions,hypothesis conjunction,condition conjunction,purpose conjunctions,figure of speech (simile),Content word category
,15001,4.796059,2.0,0,1,3,72,46,7,13,0.9130435,18,61,11,0,7.361111,20,3,3,15.33333,0.0,0.0,333.3333,0.0,6,0,0.0,40,0,1,0.560883,0,0.8695652,0.01584368,1.777421,0,0.002616,2,2,1,1,0,0,0,0,0,0,0,0,0,38
,15002,4.857116,2.0,0,1,7,107,76,15,21,0.6973684,24,96,11,0,7.214953,25,3,7,10.85714,0.0,0.2261905,230.8223,0.4285714,19,0,0.0,58,0,4,1.510199,0,0.7631579,0.08141139,1.772426,0,0.002616,6,6,3,3,2,2,0,0,2,0,0,0,0,45
,15003,4.454224,2.0,0,1,10,120,73,20,22,0.849315,27,94,26,0,8.033334,41,3,10,7.3,0.5,0.4428572,240.2381,0.3,14,0,0.0,58,0,9,2.978899,0,0.7945206,0.01641982,1.591083,0,0.002616,0,0,0,0,2,2,0,0,0,0,0,0,0,55
,15004,4.696411,2.0,0,1,9,129,72,11,25,0.875,36,108,21,0,7.72093,46,4,9,8.0,0.3333333,0.2916667,328.9818,0.2222222,26,0,0.0,63,0,7,3.140467,1,0.875,0.0353977,1.670089,0,0.002616,0,0,0,0,2,1,0,0,0,0,0,0,0,56
,15005,5.081463,2.0,0,1,4,150,98,14,31,0.7857143,36,129,21,0,7.2,40,4,4,24.5,0.0,0.0,267.8571,0.75,0,0,0.25,86,0,1,0.360883,0,0.877551,0.07979064,2.117072,1,0.017384,9,9,6,2,2,1,1,1,0,0,0,0,0,65
,15006,4.775516,2.0,0,1,4,106,72,20,17,0.8333333,17,92,14,0,7.424528,29,1,4,18.0,0.0,0.5333334,234.127,0.25,14,0,0.0,57,1,1,0.360883,0,0.7916667,0.02036191,1.608571,0,0.002616,2,2,1,1,3,1,2,1,0,0,0,0,0,53
,15007,5.207564,2.0,0,1,8,174,94,11,34,0.9255319,47,118,56,0,8.620689,57,4,8,11.75,0.0,0.0,259.5849,1.125,12,0,0.625,78,1,6,1.659743,0,0.8297873,0.0120412,1.251009,5,0.097384,2,2,1,1,3,1,2,0,0,1,0,0,0,75
,15008,3.918493,5.0,0,1,1,85,64,23,18,0.734375,20,68,17,0,7.647059,19,1,1,64.0,1.0,0.0,0.0,2.0,0,0,0.0,49,1,0,0.0,0,0.765625,0.05836134,2.090018,0,0.002616,3,3,3,0,1,0,1,1,0,0,0,0,0,40
,15009,4.812352,2.0,0,1,7,139,75,16,17,0.8,24,112,27,0,7.690648,40,9,7,10.71429,0.0,0.0,270.7265,0.4285714,0,0,0.0,65,0,4,0.8435322,0,0.8666667,0.05017167,1.847333,0,0.002616,1,1,0,1,1,0,1,1,0,0,0,0,0,54
,15010,5.245306,2.0,0,1,10,204,116,13,29,0.862069,55,167,37,0,7.431373,75,5,10,11.6,0.0,0.3462963,317.7327,0.4,8,0,0.0,105,1,6,1.915298,2,0.9051724,0.03846276,1.198428,0,0.002616,0,0,0,0,3,3,0,0,1,1,0,0,0,92
