Path,File_Name,CRIE Readability 1.0,SVM readability prediction 1.0,SVM readability prediction 2.0,Paragraphs,Average paragraph length,Characters,Words,Adverbs,Verbs,Type-token ratio,Difficult words,Low-stroke characters,Intermediate-stroke characters,High-stroke characters,Average strokes,Two-character words,Three-character words,Sentences,Average sentence length,Simple sentence ratio,modifiers per NP,Np ratio,Average propositional phrase,Sentences with complex structure,Parallelism,Average number of idioms each sentence,Content words,Negatives,Sentences with complex semantic categories,Number of complex semantic categories,Intentional words,Noun word density,Content word frequency in logarithmic,Average frequency of content word in domain in Logarithmic,Number of Idioms,Standard Deviation of number of idioms,Pronouns,Personal pronouns,First personal pronouns,Third personal pronouns,conjunctions,positive conjunctions,negative conjunctions,adversative conjunctions,causal conjunctions,hypothesis conjunction,condition conjunction,purpose conjunctions,figure of speech (simile),Content word category
,25001,4.790409,2.0,0,1,3,79,53,11,14,0.754717,20,61,18,0,7.734177,24,1,3,17.66667,0.0,0.0,253.9682,1.0,6,0,0.0,38,2,1,0.3942164,0,0.7169811,0.06394424,2.095208,0,0.003448,4,4,2,0,4,4,4,0,0,4,0,0,0,31
,25002,4.657503,2.0,0,1,5,80,49,4,14,0.7959183,11,71,9,0,7.6625,26,1,5,9.8,0.0,0.0,334.881,0.4,12,0,0.0,40,0,4,1.557818,0,0.8163266,0.05628281,1.72937,0,0.003448,3,3,0,0,4,2,2,1,0,1,0,0,0,33
,25003,4.739445,2.0,0,1,5,74,45,11,12,0.8666667,16,61,13,0,7.554054,23,0,5,9.0,0.0,0.1666667,257.2549,0.2,12,0,0.0,41,1,2,1.121766,2,0.9111111,0.04803547,1.774329,0,0.003448,3,3,0,0,0,0,0,0,0,0,0,0,0,35
,25004,4.59246,1.0,0,1,4,47,29,2,10,0.7586207,12,38,9,0,7.191489,15,0,4,7.25,0.0,0.75,257.1429,0.25,6,0,0.0,27,0,3,1.682649,0,0.9310345,0.08600858,2.153113,0,0.003448,1,1,1,0,0,0,0,0,0,0,0,0,0,21
,25005,4.831526,2.0,0,1,4,114,68,15,23,0.7794118,25,90,24,0,8.052631,43,0,4,17.0,0.0,1.5,316.8498,0.25,13,0,0.0,57,1,2,0.6217661,0,0.8382353,0.04659799,1.767263,0,0.003448,1,1,0,0,3,3,2,0,1,2,0,0,0,49
,25006,4.759,2.0,0,1,4,63,38,7,11,0.9736842,15,53,10,0,7.222222,19,3,4,9.5,0.0,0.375,205.5555,0.5,7,0,0.0,32,1,3,0.682649,0,0.8421053,0.0,2.177796,0,0.003448,1,1,0,0,1,0,1,1,0,0,0,0,0,32
,25007,4.960861,2.0,0,1,12,237,157,26,51,0.7197452,66,192,42,0,7.730769,72,4,12,13.08333,0.5,0.5392857,291.1508,0.1666667,46,0,0.0,137,2,4,1.017342,0,0.8726115,0.08089729,1.607279,0,0.003448,3,3,1,1,5,4,3,0,0,2,0,0,0,103
,25008,4.504488,2.0,0,1,9,118,78,14,20,0.8333333,22,100,18,0,7.271186,31,3,9,8.666667,0.5,0.1666667,298.7494,0.7777778,22,0,0.0,66,1,7,1.640467,0,0.8461539,0.0328119,2.131164,0,0.003448,8,8,1,5,2,0,2,2,0,0,0,0,0,58
,25009,6.042028,5.0,0,1,22,502,281,33,74,0.6939502,111,448,54,0,7.11753,144,31,22,12.77273,0.0,0.3895833,292.7809,0.7727273,39,0,0.04545455,229,3,10,3.399307,2,0.8149466,0.06696984,1.141726,1,0.016552,4,3,1,3,14,9,6,3,1,1,0,0,0,172
,25010,4.412568,5.0,0,1,1,227,141,32,38,0.8014184,54,193,33,0,7.349557,70,5,1,141.0,1.0,0.0,0.0,5.0,0,0,0.0,110,1,0,0.0,0,0.7801418,0.03344778,1.610371,0,0.003448,3,2,2,0,5,3,1,1,0,0,0,0,0,99
,25011,5.093649,2.0,0,1,8,136,82,22,25,0.8414634,39,111,25,0,7.492647,48,3,8,10.25,0.0,0.1388889,306.8376,0.125,12,0,0.0,72,1,7,1.526181,1,0.8780488,0.03822603,1.818903,0,0.003448,4,4,4,0,1,1,1,0,0,1,0,0,0,63
,25012,4.170756,5.0,0,1,1,121,82,24,27,0.8536586,36,101,20,0,7.644628,29,0,1,82.0,1.0,0.0,0.0,2.0,0,0,1.0,70,4,0,0.0,1,0.8536586,0.03884258,1.721559,1,0.016552,3,3,2,0,1,0,1,1,0,0,0,0,0,62
,25013,4.831271,2.0,0,1,10,134,84,20,17,0.8452381,24,108,26,0,7.738806,42,1,10,8.4,0.0,0.31,381.4774,0.2,13,0,0.0,66,1,9,2.916995,0,0.7857143,0.02467459,1.394604,0,0.003448,0,0,0,0,4,3,3,1,1,2,0,0,0,61
,25014,4.644631,2.0,0,1,6,109,69,14,15,0.7681159,15,99,10,0,6.87156,34,3,6,11.5,0.0,0.2722222,271.5512,0.3333333,20,0,0.0,58,0,3,1.265983,0,0.8405797,0.06655331,1.666177,0,0.003448,0,0,0,1,1,1,1,0,0,1,0,0,0,46
,25015,4.294242,2.0,0,1,3,96,59,13,9,0.7627119,19,84,12,0,7.3125,25,3,3,19.66667,0.5,0.0,400.0,1.0,0,0,0.3333333,47,0,0,0.0,0,0.7966102,0.04955678,1.732326,1,0.016552,0,0,0,0,2,2,1,0,0,1,0,0,0,40
,25016,4.849878,2.0,0,1,13,163,97,19,25,0.6701031,29,141,22,0,7.184049,56,5,13,7.461538,0.0,0.475641,363.5975,0.07692308,26,0,0.0,77,0,9,3.481281,0,0.7938144,0.07259833,1.498276,0,0.003448,1,1,0,0,5,5,0,0,0,1,0,0,0,59
,25017,4.996489,2.0,0,1,12,240,134,28,31,0.7761194,32,222,17,0,7.07113,87,5,12,11.16667,0.0,0.1666667,255.1748,0.9166667,12,0,0.0,100,1,6,2.165298,0,0.7462686,0.03764585,1.534088,0,0.003448,5,4,2,2,8,5,3,3,0,0,2,0,0,86
,25018,4.161381,5.0,0,1,1,173,113,26,25,0.7256637,37,148,25,0,7.109827,52,1,1,113.0,1.0,0.0,0.0,6.0,0,0,0.0,87,0,0,0.0,0,0.7699115,0.06741663,1.797154,0,0.003448,4,4,1,3,1,1,0,0,0,1,0,0,0,68
,25019,4.818863,2.0,0,1,6,109,63,8,13,0.8730159,20,97,12,0,7.266055,31,3,6,10.5,0.0,1.5,257.7778,0.6666667,6,0,0.0,44,0,4,1.493532,0,0.6984127,0.007000698,1.384593,0,0.003448,1,1,0,0,4,2,2,1,0,0,0,0,0,43
,25020,5.043736,2.0,0,1,9,147,86,5,10,0.7906977,43,123,19,0,6.992958,39,8,9,9.555555,0.0,0.5,309.5458,0.6666667,7,0,0.0,76,0,5,1.971082,0,0.8837209,0.06164628,1.267809,0,0.003448,0,0,0,0,2,2,0,0,0,0,0,0,0,61
,25021,5.171549,2.0,0,1,9,230,124,8,19,0.6854839,56,196,33,0,7.375546,61,18,9,13.77778,0.0,0.5458332,354.3513,0.4444444,12,0,0.0,116,0,3,0.9207443,0,0.9354839,0.1114992,1.387608,0,0.003448,1,1,0,1,3,3,0,0,0,0,0,0,0,78
,25022,5.750961,4.0,0,1,20,382,198,15,57,0.6212121,98,347,35,0,6.979058,143,19,20,9.9,0.0,0.272807,348.9952,0.3,45,0,0.05,179,0,10,3.446926,0,0.9040404,0.1049995,1.200172,1,0.016552,0,0,0,1,3,3,0,0,0,0,0,0,0,114
,25023,3.799,2.0,0,1,1,38,20,6,2,0.95,8,32,6,0,7.578948,12,1,1,20.0,1.0,0.0,0.0,1.0,0,0,0.0,15,0,0,0.0,0,0.75,0.0,1.372848,0,0.003448,1,1,0,1,1,0,0,0,0,0,0,0,0,15
,25024,3.781,1.0,0,1,1,16,8,0,2,0.875,8,10,1,0,7.545455,4,0,1,8.0,1.0,0.0,0.0,0.0,0,0,0.0,5,0,1,0.560883,0,0.625,0.0,0.0,0,0.003448,0,0,0,0,0,0,0,0,0,0,0,0,0,5
,25025,3.817,1.0,0,1,2,37,25,3,8,0.96,8,30,7,0,7.054054,8,0,2,12.5,1.0,0.0,272.0588,1.0,12,0,0.0,20,0,1,0.3942164,0,0.8,0.0,1.74294,0,0.003448,1,2,0,1,0,0,0,0,0,0,0,0,0,20
,25026,4.787789,2.0,0,1,3,69,39,8,8,0.8717949,17,62,7,0,6.405797,20,3,3,13.0,0.0,0.25,309.5238,0.3333333,0,0,0.0,35,3,2,0.6217661,0,0.8974359,0.02431723,1.760569,0,0.003448,3,3,0,0,0,0,0,0,0,0,0,0,0,32
,25027,4.020063,1.0,0,1,4,44,27,6,8,0.8518519,9,41,3,0,6.272727,8,1,4,6.75,0.6666667,0.125,250.0,0.25,6,0,0.0,24,0,4,1.343532,0,0.8888889,0.04300429,1.830983,0,0.003448,0,0,0,0,0,0,0,0,0,0,0,0,0,21
,25028,4.882327,2.0,0,1,7,104,69,18,21,0.884058,23,84,20,0,7.451923,26,1,7,9.857142,0.0,0.6785714,235.3244,0.4285714,30,0,0.0,56,1,4,1.481627,0,0.8115942,0.01703943,1.928282,0,0.003448,3,3,1,3,2,1,1,1,0,0,0,0,0,53
,25029,3.767,2.0,0,1,1,27,13,1,2,1.0,7,25,2,0,7.740741,8,1,1,13.0,1.0,0.25,307.6923,0.0,0,0,0.0,10,0,0,0.0,0,0.7692308,0.0,0.6003501,0,0.003448,0,0,0,0,1,1,0,0,0,0,0,0,0,10
,25030,4.699,2.0,0,1,3,37,19,5,6,0.9473684,12,28,9,0,7.918919,6,1,3,6.333333,0.0,0.0,324.0741,0.0,0,0,0.0,16,0,2,0.921766,0,0.8421053,0.0,1.285207,0,0.003448,0,0,0,0,0,0,0,0,0,0,0,0,0,16
,25031,4.793623,2.0,0,1,5,97,53,5,18,0.8867925,23,91,6,0,6.680412,35,1,5,10.6,0.0,0.1,335.989,0.6,13,0,0.0,47,0,4,0.8435322,0,0.8867925,0.04100588,1.294149,0,0.003448,0,0,0,0,2,1,1,0,0,0,0,0,0,41
