Path,File_Name,CRIE Readability 1.0,SVM readability prediction 1.0,SVM readability prediction 2.0,Paragraphs,Average paragraph length,Characters,Words,Adverbs,Verbs,Type-token ratio,Difficult words,Low-stroke characters,Intermediate-stroke characters,High-stroke characters,Average strokes,Two-character words,Three-character words,Sentences,Average sentence length,Simple sentence ratio,modifiers per NP,Np ratio,Average propositional phrase,Sentences with complex structure,Parallelism,Average number of idioms each sentence,Content words,Negatives,Sentences with complex semantic categories,Number of complex semantic categories,Intentional words,Noun word density,Content word frequency in logarithmic,Average frequency of content word in domain in Logarithmic,Number of Idioms,Standard Deviation of number of idioms,Pronouns,Personal pronouns,First personal pronouns,Third personal pronouns,conjunctions,positive conjunctions,negative conjunctions,adversative conjunctions,causal conjunctions,hypothesis conjunction,condition conjunction,purpose conjunctions,figure of speech (simile),Content word category
,30001,3.767,2.0,0,1,1,18,10,1,4,1.0,7,14,4,0,8.333333,8,0,1,10.0,1.0,0.0,200.0,0.0,0,0,0.0,9,0,0,0.0,0,0.9,0.0,0.4013734,0,0.003112,0,0,0,0,0,0,0,0,0,0,0,0,0,9
,30002,4.537422,2.0,0,1,8,188,114,12,34,0.7105263,38,161,27,0,7.840425,59,6,8,14.25,0.5,0.1479592,356.3492,1.125,15,0,0.0,99,1,4,1.410199,0,0.8684211,0.09017802,1.330781,0,0.003112,2,2,0,2,1,1,0,0,0,1,0,0,0,72
,30003,3.713374,2.0,0,1,1,22,15,0,4,0.9333333,6,15,7,0,9.318182,7,0,1,15.0,1.0,0.0,400.0,1.0,6,0,0.0,12,0,0,0.0,0,0.8,0.02736636,0.9458628,0,0.003112,0,0,0,0,0,0,0,0,0,0,0,0,0,11
,30004,3.860676,2.0,0,1,2,56,31,7,5,0.9032258,15,46,10,0,7.928571,15,2,2,15.5,1.0,0.5166667,354.1667,0.5,13,0,0.5,26,0,1,0.2751688,0,0.8387097,0.02508583,1.491158,1,0.016888,1,1,0,0,0,0,0,0,0,0,0,0,0,24
,30005,4.942275,2.0,0,1,8,96,56,11,17,0.9107143,28,83,13,0,7.416667,30,5,8,7.0,0.0,0.04166666,265.1786,0.0,7,0,0.0,49,0,4,1.743532,0,0.875,0.02398181,2.049268,0,0.003112,3,3,1,0,3,1,2,0,1,0,0,0,0,45
,30006,4.107122,2.0,0,1,5,82,45,5,12,0.6666667,14,72,10,0,7.646341,31,3,5,9.0,0.5,0.1,355.1872,0.4,12,0,0.0,40,0,3,0.9048713,2,0.8888889,0.1428717,1.544764,0,0.003112,1,1,1,0,2,2,0,0,2,0,0,0,0,26
,30007,4.58495,2.0,0,1,4,58,37,5,10,0.8108108,10,44,14,0,8.413794,21,0,4,9.25,0.0,0.0,403.4139,0.5,7,0,0.0,32,0,3,0.6270936,1,0.8648649,0.0842884,1.58261,0,0.003112,2,2,2,0,1,0,1,1,0,0,0,0,0,25
,30008,5.248642,2.0,0,1,9,222,134,22,33,0.7835821,49,187,35,0,7.333333,67,6,9,14.88889,0.0,0.2083333,386.5079,0.8888889,14,0,0.0,108,2,4,0.8935322,0,0.8059701,0.04030267,1.778681,0,0.003112,3,5,1,2,5,5,2,0,0,1,0,0,0,94
,30009,4.717,2.0,0,1,2,45,26,3,8,1.0,12,41,4,0,6.711111,17,1,2,13.0,0.0,0.3125,400.0,1.5,13,0,0.0,22,0,0,0.0,0,0.8461539,0.0,1.83466,0,0.003112,1,1,0,0,0,0,0,0,0,0,0,0,0,22
,30010,3.961441,5.0,0,1,1,69,38,5,15,0.8947368,21,57,12,0,6.985507,21,2,1,38.0,1.0,0.0,0.0,1.0,0,0,1.0,33,0,0,0.0,0,0.8684211,0.02593837,1.862071,1,0.016888,2,2,0,2,1,1,1,0,0,1,0,0,0,30
