Path,File_Name,CRIE Readability 1.0,SVM readability prediction 1.0,SVM readability prediction 2.0,Paragraphs,Average paragraph length,Characters,Words,Adverbs,Verbs,Type-token ratio,Difficult words,Low-stroke characters,Intermediate-stroke characters,High-stroke characters,Average strokes,Two-character words,Three-character words,Sentences,Average sentence length,Simple sentence ratio,modifiers per NP,Np ratio,Average propositional phrase,Sentences with complex structure,Parallelism,Average number of idioms each sentence,Content words,Negatives,Sentences with complex semantic categories,Number of complex semantic categories,Intentional words,Noun word density,Content word frequency in logarithmic,Average frequency of content word in domain in Logarithmic,Number of Idioms,Standard Deviation of number of idioms,Pronouns,Personal pronouns,First personal pronouns,Third personal pronouns,conjunctions,positive conjunctions,negative conjunctions,adversative conjunctions,causal conjunctions,hypothesis conjunction,condition conjunction,purpose conjunctions,figure of speech (simile),Content word category
,35001,4.994161,2.0,2.0,1,9,150,90,16,23,0.7333333,35,135,15,0,7.586667,55,1,9,10.0,0.0,0.25,296.822,0.8888889,14,0,0.0,72,0,3,0.9826491,3,0.8,0.06825888,1.335326,0,0.003304,4,4,0,0,4,4,0,0,0,0,0,0,0,57
,35002,4.719079,2.0,2.0,1,5,90,50,6,18,0.78,20,74,16,0,7.311111,26,4,5,10.0,0.0,0.2,212.5,0.0,20,0,0.0,42,0,3,1.004078,2,0.84,0.06348126,1.72997,0,0.003304,0,0,0,0,4,3,0,0,0,2,0,0,0,34
,35003,3.510082,2.0,7.0,1,3,65,41,0,11,0.5853658,12,54,11,0,8.107693,22,1,3,13.66667,1.0,0.0,517.8572,1.333333,0,0,0.0,35,0,2,0.8717661,0,0.8536586,0.2257725,0.5302556,0,0.003304,0,0,0,0,1,1,0,0,0,0,0,0,0,20
,35004,5.00217,2.0,8.0,1,8,169,106,25,29,0.754717,37,144,24,1,7.43787,58,1,8,13.25,0.0,0.4231291,304.989,0.625,41,0,0.0,88,2,2,0.1217661,1,0.8301887,0.05720355,1.705698,0,0.003304,2,2,1,0,2,2,1,0,0,1,0,0,0,71
,35005,4.079198,1.0,4.0,1,4,38,18,1,6,0.8888889,11,35,3,0,7.710526,15,1,4,4.5,0.6666667,0.0,270.8333,0.5,0,0,0.0,15,0,4,1.743532,0,0.8333333,0.02150214,1.325639,0,0.003304,0,0,0,0,1,1,0,0,0,0,0,0,0,14
,35006,4.785899,2.0,8.0,1,6,97,55,12,20,0.7636364,21,83,11,3,7.71134,23,5,6,9.166667,0.0,0.45,254.0644,0.1666667,28,0,0.0,41,0,3,1.390983,0,0.7454545,0.03943461,0.9261803,0,0.003304,1,1,0,0,2,1,1,0,0,0,0,0,0,35
,35007,5.482779,3.0,8.0,1,17,307,176,31,38,0.6420454,77,260,47,0,7.302932,102,13,17,10.35294,0.0,0.5066667,313.9609,0.8235294,66,0,0.0,137,1,12,4.742501,0,0.7784091,0.08716978,1.49493,0,0.003304,0,0,0,0,3,1,2,0,0,0,0,0,0,101
,35008,4.757359,2.0,8.0,1,5,136,81,17,18,0.7901235,17,119,17,0,7.264706,53,1,5,16.2,0.0,0.1666667,185.1852,1.0,0,0,0.0,65,0,3,1.039792,0,0.8024691,0.05776326,1.519177,0,0.003304,4,4,1,3,3,2,1,0,1,0,0,0,0,53
,35009,4.621205,2.0,6.0,1,2,42,24,2,3,0.9583333,8,40,2,0,7.380952,14,2,2,12.0,0.0,0.4166667,333.3333,0.5,7,0,0.0,21,0,1,0.2275497,0,0.875,0.0150515,0.7202612,0,0.003304,0,0,0,0,1,1,0,0,0,0,0,0,0,20
,35010,4.043647,1.0,1.0,1,11,143,89,12,15,0.6179775,18,133,10,0,7.104895,50,2,11,8.090909,0.7142857,0.4583333,434.881,0.09090909,18,1,0.0,73,0,9,3.136043,1,0.8202247,0.1351096,1.679819,0,0.003304,8,4,1,6,4,0,1,1,0,0,0,0,0,47
,35011,3.779187,5.0,1.0,1,1,44,27,3,7,0.8888889,8,39,5,0,7.318182,15,1,1,27.0,1.0,0.0,0.0,0.0,0,0,0.0,23,0,0,0.0,1,0.8518519,0.01368318,1.24884,0,0.003304,1,1,0,0,1,1,0,0,0,0,0,0,0,22
,35012,4.64147,2.0,1.0,1,2,25,17,4,5,0.8823529,9,20,5,0,8.08,8,0,2,8.5,0.0,0.0,236.1111,0.0,0,0,0.0,14,0,1,0.560883,0,0.8235294,0.02315615,1.215064,0,0.003304,1,1,0,0,0,0,0,0,0,0,0,0,0,13
,35013,4.958558,2.0,8.0,1,8,119,74,11,17,0.8108108,20,102,17,0,7.243698,41,2,8,9.25,0.0,0.2375,393.8309,0.5,21,0,0.0,64,1,4,1.157818,0,0.8648649,0.04726698,1.646169,0,0.003304,12,12,5,2,0,0,0,0,0,0,0,0,0,53
,35014,4.776572,2.0,8.0,1,4,92,59,8,17,0.8474576,17,79,13,0,7.945652,28,1,4,14.75,0.0,0.08333334,255.5556,0.25,7,0,0.25,49,0,1,0.310883,0,0.8305085,0.01963239,1.485074,1,0.016696,3,2,1,1,2,0,2,0,0,0,0,0,0,46
,35015,4.633668,2.0,8.0,1,4,133,72,4,15,0.5833333,26,111,22,0,7.518797,49,6,4,18.0,0.0,0.3666667,402.0146,1.75,8,0,0.0,62,0,1,0.1608831,0,0.8611111,0.1804779,0.9303707,0,0.003304,0,0,0,0,2,1,1,1,0,0,0,0,0,35
,35016,4.805868,2.0,8.0,1,8,124,71,17,18,0.8450704,20,115,9,0,7.258065,43,5,8,8.875,0.0,0.1458333,230.8858,0.25,28,0,0.0,59,2,5,1.928225,0,0.8309859,0.02840618,1.785466,0,0.003304,2,2,2,0,2,1,1,0,1,0,1,0,0,52
,35017,4.808568,2.0,8.0,1,5,124,73,18,19,0.8630137,22,110,14,0,7.169355,40,4,5,14.6,0.0,0.0,224.6503,0.6,21,0,0.0,60,3,3,0.8636014,0,0.8219178,0.03344778,1.812481,0,0.003304,1,1,0,0,2,1,2,0,0,1,0,0,0,54
,35018,3.709411,2.0,7.0,1,1,24,12,0,5,0.9166667,6,20,4,0,7.458333,10,1,1,12.0,1.0,0.0,333.3333,1.0,6,0,0.0,11,0,0,0.0,0,0.9166667,0.030103,0.8890756,0,0.003304,0,0,0,0,0,0,0,0,0,0,0,0,0,10
,35019,4.744691,5.0,8.0,1,3,187,105,20,20,0.6380953,27,163,23,0,7.704301,76,3,3,35.0,0.0,0.4,357.1429,3.0,7,0,0.0,85,0,0,0.0,1,0.8095238,0.1134728,0.9443393,0,0.003304,0,0,0,0,2,2,0,0,0,1,0,0,0,55
,35020,5.831946,3.0,8.0,1,24,401,248,55,70,0.625,72,337,64,0,7.665835,112,12,24,10.33333,0.0,0.1420139,328.135,0.2916667,83,0,0.04166667,205,3,11,3.16138,1,0.8266129,0.09603165,2.004899,1,0.016696,25,24,6,4,8,7,3,1,1,2,3,0,0,140
,35021,4.510726,2.0,7.0,1,7,93,53,3,12,0.8113208,19,78,15,0,7.225806,31,3,7,7.571429,0.25,0.6785714,361.3946,0.5714286,7,0,0.0,45,0,3,0.8493158,0,0.8490566,0.04887717,1.324909,0,0.003304,0,0,0,0,2,1,1,1,0,0,0,0,0,38
