idx,WC,WPS,Sixltr,Dic,othergram,persconc,ppron,i,we,you,shehe,they,youpl,ipron,prep,auxverb,adverb,conj,negate,quanunit,prepend,specart,tensem,focuspast,focuspresent,focusfuture,progm,particle,modal_pa,general_pa,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,pos_sent,neg_sent,sentiment,charFreq,wordFreq,semantic_classes,wc_over_semantic_classes,readability,followers,topic,class
1479,66,22,0,53.03,34.85,6.06,3.03,3.03,0,0,0,0,0,3.03,6.06,3.03,6.06,4.55,3.03,0,0,3.03,0,0,0,0,0,6.06,0,6.06,0,0,3.03,1.52,3.03,3.03,0,0,0,0,7.58,0,3.03,1.52,0,12.12,3.03,1.52,0,1.52,3.03,0,1.52,1.52,0,0,0,0,0,0,0,3.03,0,0,3.03,0,0,6.06,3.03,3.03,0,1.52,0,0,0,0,0,0,0,0,0,0,0,25.76,4.55,16.67,1.52,0,0,0,0,3.03,0,0,0,0.0302453,0.969755,0,0.00143537,0.00089597,11,6,2.000777113,121101,everythingElse,censored
1480,43,14.33,0,30.23,20.93,0,0,0,0,0,0,0,0,0,2.33,2.33,0,0,0,2.33,2.33,0,2.33,0,2.33,0,0,11.63,0,11.63,0,0,6.98,0,4.65,4.65,0,0,0,0,2.33,0,0,0,0,4.65,2.33,0,2.33,0,2.33,0,0,0,0,0,0,0,0,0,0,4.65,0,0,4.65,0,0,11.63,4.65,4.65,4.65,0,0,0,0,0,0,2.33,0,0,2.33,0,0,23.26,6.98,16.28,0,0,0,0,0,0,0,0,0,0.852886,0.147114,2,0.00161223,0.00237522,11,3.909090909,1.304359453,5921,everythingElse,censored
1481,57,19,0,33.33,19.3,0,0,0,0,0,0,0,0,0,1.75,0,3.51,3.51,0,0,3.51,0,3.51,0,3.51,0,0,7.02,0,7.02,7.02,0,0,3.51,3.51,1.75,1.75,0,1.75,0,1.75,0,0,0,0,7.02,1.75,0,0,1.75,0,3.51,0,0,0,0,0,0,0,0,0,3.51,0,0,3.51,0,0,5.26,0,5.26,1.75,3.51,0,0,0,0,0,1.75,0,0,0,0,1.75,31.58,5.26,12.28,0,0,0,0,0,14.04,0,0,0,0.0560659,0.943934,0,0.00143089,0.001859,10,5.7,1.90109663,1308,everythingElse,censored
1482,74,24.67,0,47.3,37.84,6.76,2.7,0,1.35,1.35,0,0,0,4.05,1.35,2.7,9.46,8.11,0,0,0,1.35,4.05,0,0,1.35,2.7,10.81,5.41,8.11,6.76,0,0,2.7,4.05,2.7,1.35,0,1.35,0,4.05,0,0,0,0,9.46,4.05,0,2.7,1.35,2.7,0,1.35,1.35,0,0,0,0,0,0,0,2.7,0,0,1.35,1.35,0,0,0,0,0,1.35,0,0,0,0,0,12.16,0,0,8.11,1.35,2.7,21.62,2.7,9.46,0,0,1.35,0,0,8.11,0,0,0,0.0324455,0.967555,0,0.00165944,0.00174339,11,6.727272727,2.243558519,1305,everythingElse,censored
1483,25,12.5,0,64,44,16,8,0,0,8,0,0,0,8,0,0,8,8,4,0,0,0,0,0,0,0,0,12,0,12,0,0,0,4,8,0,8,0,4,0,24,4,4,4,0,16,0,0,4,0,4,8,0,0,0,0,0,0,0,0,0,20,4,0,8,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,12,0,4,0,0,4,4,0,0,0,0,0,0.0390775,0.960922,0,0.0031516,0.00403548,11,2.272727273,0.759971451,825,everythingElse,censored
1484,67,7.44,0,59.7,28.36,0,0,0,0,0,0,0,0,0,2.99,2.99,11.94,5.97,1.49,0,1.49,4.48,1.49,0,0,0,1.49,11.94,1.49,11.94,7.46,0,7.46,0,2.99,1.49,1.49,0,1.49,0,5.97,1.49,0,0,0,13.43,4.48,7.46,1.49,0,0,1.49,0,0,0,0,0,0,0,0,0,16.42,1.49,5.97,8.96,2.99,1.49,14.93,5.97,5.97,5.97,5.97,0,0,0,0,0,4.48,0,0,4.48,0,0,25.37,8.96,8.96,2.99,0,2.99,1.49,0,0,0,0,0,0.0981862,0.901814,0,0.00211692,0.00204098,11,6.090909091,2.031688997,12052,fp,censored
1485,16,16,0,87.5,56.25,6.25,0,0,0,0,0,0,0,6.25,12.5,6.25,6.25,12.5,6.25,0,0,0,0,0,0,0,0,0,0,0,6.25,12.5,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,18.75,0,6.25,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,6.25,0,0,0,0,0,12.5,6.25,0,0,6.25,0,0,25,0,12.5,0,0,6.25,6.25,0,0,0,0,0,0.445878,0.554121,0,0.0009667,0.00049454,10,1.6,0.533820413,51165,everythingElse,censored
1486,10,10,0,90,30,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10,0,0,0,10,20,10,20,0,0,0,0,20,0,20,10,0,10,0,0,0,0,0,10,10,0,0,0,0,0,20,10,0,10,20,20,10,0,0,10,0,0,10,0,0,30,10,10,10,0,0,10,0,0,0,10,0,0,10,0,0,20,10,10,0,0,0,0,0,0,0,0,0,0.368747,0.631253,0,0.00115437,0.00076787,8,1.25,0.417307413,14413,everythingElse,censored
1487,14,7,0,64.29,50,7.14,0,0,0,0,0,0,0,7.14,0,14.29,7.14,0,14.29,0,0,0,0,0,0,0,0,21.43,14.29,7.14,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,14.29,0,0,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43,0,0,21.43,7.14,0,14.29,7.14,0,0,0,7.14,0,0,0,0,0,0,0.187553,0.812447,0,0.00301005,0.0031563,9,1.555555556,0.520573969,7879,everythingElse,censored
1488,10,10,0,70,50,10,0,0,0,0,0,0,0,10,0,10,10,0,10,0,0,0,0,0,0,0,0,20,10,10,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,30,10,0,10,0,0,0,0,10,0,0,0,0,0,0,0.498318,0.501682,1,0.00346338,0.00414658,8,1.25,0.41920332,7273,everythingElse,censored
