Path,File_Name,CRIE Readability 1.0,SVM readability prediction 1.0,SVM readability prediction 2.0,Paragraphs,Average paragraph length,Characters,Words,Adverbs,Verbs,Type-token ratio,Difficult words,Low-stroke characters,Intermediate-stroke characters,High-stroke characters,Average strokes,Two-character words,Three-character words,Sentences,Average sentence length,Simple sentence ratio,modifiers per NP,Np ratio,Average propositional phrase,Sentences with complex structure,Parallelism,Average number of idioms each sentence,Content words,Negatives,Sentences with complex semantic categories,Number of complex semantic categories,Intentional words,Noun word density,Content word frequency in logarithmic,Average frequency of content word in domain in Logarithmic,Number of Idioms,Standard Deviation of number of idioms,Pronouns,Personal pronouns,First personal pronouns,Third personal pronouns,conjunctions,positive conjunctions,negative conjunctions,adversative conjunctions,causal conjunctions,hypothesis conjunction,condition conjunction,purpose conjunctions,figure of speech (simile),Content word category
,20001,4.843067,2.0,12.0,1,9,118,67,15,15,0.8656716,23,101,17,0,7.288136,39,6,9,7.444445,0.0,0.3388889,313.3598,0.2222222,12,0,0.0,59,1,9,3.397947,0,0.880597,0.03172154,1.619466,0,0.00176,1,2,1,0,0,0,0,0,0,0,0,0,0,53
,20002,4.338,2.0,11.0,1,4,79,45,9,10,0.8888889,17,67,12,0,7.670886,23,4,4,11.25,0.5,0.0,319.2745,1.0,7,0,0.0,31,0,2,0.1217661,0,0.6888889,0.0,1.321514,0,0.00176,0,0,0,0,4,2,1,1,0,0,0,0,0,31
,20003,4.873906,2.0,12.0,1,7,126,72,10,22,0.7916667,22,117,9,0,7.071429,39,3,7,10.28571,0.0,0.3225109,277.6525,0.4285714,25,0,0.0,54,0,2,0.7884327,1,0.75,0.02561781,1.748555,0,0.00176,4,4,1,2,4,3,1,1,0,0,0,0,0,49
,20004,4.700784,2.0,10.0,1,2,37,23,4,7,0.9130435,10,30,7,0,7.513514,11,0,2,11.5,0.0,0.1666667,343.1373,1.0,7,0,0.0,19,0,1,0.560883,0,0.8260869,0.01672389,1.770224,0,0.00176,3,3,0,2,0,0,0,0,0,0,0,0,0,18
,20005,4.687941,2.0,12.0,1,3,65,40,9,14,0.9,12,57,8,0,7.030769,25,0,3,13.33333,0.0,0.0,55.55555,0.0,0,0,0.0,32,1,2,0.5550995,0,0.8,0.02006867,1.488418,0,0.00176,1,1,1,0,3,2,1,1,1,0,0,0,0,30
,20006,3.781,2.0,12.0,1,1,20,12,3,6,1.0,8,13,7,0,8.1,8,0,1,12.0,1.0,0.0,83.33334,0.0,6,0,0.0,12,0,0,0.0,0,1.0,0.0,1.901125,0,0.00176,0,0,0,0,0,0,0,0,0,0,0,0,0,12
,20007,4.844726,2.0,10.0,1,6,128,82,17,23,0.8658537,23,107,21,0,7.664063,46,0,6,13.66667,0.0,0.2666667,323.1093,0.5,8,0,0.0,77,0,3,0.2826492,0,0.9390244,0.0305762,1.790661,0,0.00176,2,2,0,1,0,0,0,0,0,0,0,0,0,68
,20008,3.697,1.0,10.0,1,1,7,5,1,1,1.0,2,6,1,0,6.571429,2,0,1,5.0,1.0,0.0,200.0,1.0,0,0,0.0,3,0,1,0.310883,0,0.6,0.0,1.325639,0,0.00176,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,20009,3.697,1.0,1.0,1,1,10,7,3,2,1.0,2,8,2,0,8.1,3,0,1,7.0,1.0,0.0,142.8571,1.0,0,0,0.0,5,0,1,0.360883,0,0.7142857,0.0,1.938507,0,0.00176,0,0,0,0,0,0,0,0,0,0,0,0,0,5
,20010,4.800092,2.0,12.0,1,7,86,48,7,13,0.8958333,21,65,21,0,8.116279,26,6,7,6.857143,0.0,0.9642857,331.2925,0.4285714,12,0,0.0,37,0,5,1.387749,0,0.7708333,0.01720171,1.261355,0,0.00176,0,0,0,2,5,2,2,2,0,0,0,1,0,35
