Path,File_Name,CRIE Readability 1.0,SVM readability prediction 1.0,SVM readability prediction 2.0,Paragraphs,Average paragraph length,Characters,Words,Adverbs,Verbs,Type-token ratio,Difficult words,Low-stroke characters,Intermediate-stroke characters,High-stroke characters,Average strokes,Two-character words,Three-character words,Sentences,Average sentence length,Simple sentence ratio,modifiers per NP,Np ratio,Average propositional phrase,Sentences with complex structure,Parallelism,Average number of idioms each sentence,Content words,Negatives,Sentences with complex semantic categories,Number of complex semantic categories,Intentional words,Noun word density,Content word frequency in logarithmic,Average frequency of content word in domain in Logarithmic,Number of Idioms,Standard Deviation of number of idioms,Pronouns,Personal pronouns,First personal pronouns,Third personal pronouns,conjunctions,positive conjunctions,negative conjunctions,adversative conjunctions,causal conjunctions,hypothesis conjunction,condition conjunction,purpose conjunctions,figure of speech (simile),Content word category,class,class_num
0.0,10,4.2887559999999985,2.0,0.0,1.0,9.0,95.0,65.0,0.23076923076923078,0.38461538461538464,0.5384616,0.35384615384615387,0.7684210526315789,0.22105263157894736,0.0,7.787234,0.46153846153846156,0.0,9.0,7.222222,0.5,0.0,215.0433,0.1111111,0.0,0.1111111111111111,0.0,0.9692307692307692,0.0,0.4444444444444444,0.5768654000000001,0.0,0.9692308,0.09201906,0.9826006,0.0,0.00345302594646853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5076923076923077,censored,1
0.0,11,4.79547,2.0,0.0,1.0,9.0,119.0,71.0,0.23943661971830985,0.30985915492957744,0.8732395000000001,0.28169014084507044,0.8403361344537815,0.15966386554621848,0.0,7.327731,0.6056338028169014,0.014084507042253521,9.0,7.888889,0.0,0.1481481,228.1746,0.3333333,0.7777777777777778,0.0,0.0,0.8028169014084507,0.014084507042253521,0.5555555555555556,1.321082,0.0,0.8028168999999999,0.02315615,1.7451310000000002,0.0,0.00345302594646853,0.014084507042253521,0.014084507042253521,0.0,0.0,0.08450704225352113,0.07042253521126761,0.014084507042253521,0.0,0.028169014084507043,0.056338028169014086,0.0,0.0,0.0,0.7323943661971831,censored,1
0.0,12,4.442508,2.0,0.0,1.0,4.0,117.0,66.0,0.10606060606060606,0.25757575757575757,0.7878788000000001,0.45454545454545453,0.7948717948717948,0.18803418803418803,0.0,7.626086999999999,0.6666666666666666,0.030303030303030304,4.0,16.5,0.5,0.2,330.0653,0.5,3.5,0.0,0.25,0.8181818181818182,0.015151515151515152,0.5,0.5662105,0.015151515151515152,0.8181818000000001,0.05351645,0.7547432,0.015151515151515152,0.0224359927074564,0.0,0.0,0.0,0.015151515151515152,0.045454545454545456,0.045454545454545456,0.0,0.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.6818181818181818,censored,1
0.0,13,4.710668,2.0,0.0,1.0,6.0,96.0,58.0,0.1896551724137931,0.22413793103448276,0.7586206999999999,0.3620689655172414,0.8854166666666666,0.11458333333333333,0.0,6.947917,0.5862068965517241,0.034482758620689655,6.0,9.666667,0.0,0.03333334,391.2749,0.3333333,3.0,0.0,0.0,0.9137931034482759,0.017241379310344827,0.6666666666666666,0.8435322000000001,0.0,0.9137931,0.07895906,1.803756,0.0,0.00345302594646853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6896551724137931,censored,1
0.0,14,4.835654,2.0,0.0,1.0,8.0,117.0,66.0,0.21212121212121213,0.2727272727272727,0.8787879000000001,0.36363636363636365,0.8632478632478633,0.1282051282051282,0.008547008547008548,7.572649,0.6060606060606061,0.015151515151515152,8.0,8.25,0.0,0.04166666,257.6341,0.125,1.625,0.0,0.0,0.8939393939393939,0.0,0.5,0.8863893,0.0,0.8939394,0.03407887,1.191767,0.0,0.00345302594646853,0.015151515151515152,0.015151515151515152,0.015151515151515152,0.0,0.015151515151515152,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.803030303030303,censored,1
0.0,15,4.449282,2.0,0.0,1.0,4.0,106.0,57.0,0.12280701754385964,0.3684210526315789,0.9473684,0.40350877192982454,0.8207547169811321,0.1792452830188679,0.0,7.537736,0.5789473684210527,0.08771929824561403,4.0,14.25,0.5,0.08333333,388.1945,0.75,5.0,0.0,0.25,0.8947368421052632,0.0,0.5,0.3717660999999999,0.017543859649122806,0.8947368,0.0060206,1.29331,0.017543859649122806,0.0224359927074564,0.05263157894736842,0.03508771929824561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8771929824561403,censored,1
0.0,16,4.227512,1.0,0.0,1.0,10.0,108.0,69.0,0.17391304347826086,0.30434782608695654,0.8405796999999998,0.391304347826087,0.8888888888888888,0.1111111111111111,0.0,6.722222,0.37681159420289856,0.07246376811594203,10.0,6.9,0.8333333,0.4933334,381.0029,0.0,0.6,0.0,0.1,0.8840579710144928,0.014492753623188406,0.7,2.464276,0.0,0.884058,0.03670873,1.757195,0.014492753623188406,0.0224359927074564,0.07246376811594203,0.07246376811594203,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782608695652174,censored,1
0.0,17,4.188988,1.0,0.0,1.0,7.0,97.0,56.0,0.03571428571428571,0.23214285714285715,0.875,0.5,0.8969072164948454,0.10309278350515463,0.0,6.257732,0.625,0.05357142857142857,7.0,8.0,0.8,0.13888889999999998,536.3248,0.5714286,1.1428571428571428,0.14285714285714285,0.0,0.9285714285714286,0.0,0.7142857142857143,1.852034,0.0,0.9285714,0.03067136,1.7298,0.0,0.00345302594646853,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8035714285714286,censored,1
0.0,18,4.374035,2.0,0.0,1.0,4.0,107.0,65.0,0.03076923076923077,0.16923076923076924,0.7384616,0.4,0.7757009345794392,0.22429906542056074,0.0,6.962617,0.5076923076923077,0.046153846153846156,4.0,16.25,0.5,0.4444443,224.0741,0.0,1.5,0.0,0.0,1.0,0.03076923076923077,0.5,0.4550992999999999,0.0,1.0,0.06213066,1.527041,0.0,0.00345302594646853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7384615384615385,censored,1
0.0,19,4.861392,2.0,0.0,1.0,6.0,103.0,59.0,0.15254237288135594,0.3728813559322034,0.9152542,0.3220338983050847,0.8446601941747572,0.1553398058252427,0.0,6.864078,0.4745762711864407,0.03389830508474576,6.0,9.833333,0.0,0.1333333,247.4359,0.6666667,2.1666666666666665,0.0,0.3333333,0.7966101694915254,0.01694915254237288,0.6666666666666666,1.564961,0.0,0.7966101999999999,0.01768526,1.961729,0.03389830508474576,0.0483250113613812,0.0847457627118644,0.0847457627118644,0.0,0.01694915254237288,0.05084745762711865,0.01694915254237288,0.03389830508474576,0.01694915254237288,0.0,0.01694915254237288,0.0,0.0,0.0,0.7457627118644068,censored,1
0.0,20,4.573,1.0,0.0,1.0,2.0,18.0,10.0,0.1,0.3,1.0,0.3,0.8333333333333334,0.16666666666666666,0.0,6.5,0.6,0.1,2.0,5.0,0.0,0.1666667,375.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.8717661,0.0,1.0,0.0,1.319234,0.0,0.00345302594646853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,censored,1
0.0,21,4.899108,2.0,0.0,1.0,4.0,97.0,60.0,0.13333333333333333,0.18333333333333332,0.8,0.5,0.865979381443299,0.13402061855670103,0.0,7.371134,0.5166666666666667,0.05,4.0,15.0,0.0,0.0,381.016,0.5,1.75,0.0,0.0,0.7833333333333333,0.0,0.25,0.360883,0.0,0.7833334,0.03583691,1.202937,0.0,0.00345302594646853,0.0,0.0,0.0,0.0,0.06666666666666667,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,censored,1
0.0,22,4.916496,2.0,0.0,1.0,8.0,117.0,74.0,0.28378378378378377,0.24324324324324326,0.8648648999999999,0.3918918918918919,0.8205128205128205,0.1794871794871795,0.0,7.923077,0.4594594594594595,0.04054054054054054,8.0,9.25,0.0,0.2083333,238.6364,0.125,1.625,0.0,0.0,0.8243243243243243,0.013513513513513514,0.75,1.481965,0.0,0.8243243,0.03902241,1.633695,0.0,0.00345302594646853,0.02702702702702703,0.02702702702702703,0.0,0.02702702702702703,0.06756756756756757,0.04054054054054054,0.02702702702702703,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.7297297297297297,censored,1
0.0,23,4.7336800000000006,2.0,0.0,1.0,10.0,120.0,70.0,0.15714285714285714,0.3,0.7714286,0.35714285714285715,0.8166666666666667,0.175,0.0,7.663866,0.5571428571428572,0.02857142857142857,10.0,7.0,0.2,0.2604167,367.6272,0.0,1.3,0.0,0.0,0.7857142857142857,0.0,0.8,3.220397,0.0,0.7857143,0.04483426,1.688091,0.0,0.00345302594646853,0.07142857142857142,0.07142857142857142,0.0,0.05714285714285714,0.11428571428571428,0.08571428571428572,0.02857142857142857,0.02857142857142857,0.07142857142857142,0.0,0.0,0.0,0.0,0.6714285714285714,censored,1
0.0,24,5.033878,2.0,0.0,1.0,7.0,124.0,72.0,0.19444444444444445,0.2777777777777778,0.8472221999999999,0.4861111111111111,0.7661290322580645,0.23387096774193547,0.0,7.975805999999999,0.5416666666666666,0.06944444444444445,7.0,10.28571,0.0,0.1,235.3535,0.5714286,2.7142857142857144,0.0,0.0,0.8055555555555556,0.013888888888888888,0.8571428571428571,1.4526,0.0,0.8055555999999999,0.02839906,1.576174,0.0,0.00345302594646853,0.041666666666666664,0.041666666666666664,0.0,0.013888888888888888,0.027777777777777776,0.0,0.027777777777777776,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.7361111111111112,censored,1
