Path,File_Name,CRIE Readability 1.0,SVM readability prediction 1.0,SVM readability prediction 2.0,Paragraphs,Average paragraph length,Characters,Words,Adverbs,Verbs,Type-token ratio,Difficult words,Low-stroke characters,Intermediate-stroke characters,High-stroke characters,Average strokes,Two-character words,Three-character words,Sentences,Average sentence length,Simple sentence ratio,modifiers per NP,Np ratio,Average propositional phrase,Sentences with complex structure,Parallelism,Average number of idioms each sentence,Content words,Negatives,Sentences with complex semantic categories,Number of complex semantic categories,Intentional words,Noun word density,Content word frequency in logarithmic,Average frequency of content word in domain in Logarithmic,Number of Idioms,Standard Deviation of number of idioms,Pronouns,Personal pronouns,First personal pronouns,Third personal pronouns,conjunctions,positive conjunctions,negative conjunctions,adversative conjunctions,causal conjunctions,hypothesis conjunction,condition conjunction,purpose conjunctions,figure of speech (simile),Content word category
,67501,3.743,1.0,1.0,1,2,25,15,5,5,1.0,4,21,4,0,7.68,5,1,2,7.5,1.0,0.0,115.3846,0.5,0,0,0.5,12,1,2,0.7467661,0,0.8,0.0,1.981387,1,0.018624,1,1,1,0,0,0,0,0,0,0,0,0,0,12
,67502,4.890392,2.0,8.0,1,7,123,67,19,18,0.641791,30,87,36,0,8.520326,35,9,7,9.571428,0.0,0.8055555,247.3545,0.1428571,13,0,0.0,56,0,6,1.931965,1,0.8358209,0.06671827,1.737191,0,0.001376,2,2,1,1,1,1,0,0,0,0,0,0,0,38
,67503,4.619865,2.0,1.0,1,2,25,16,4,3,0.9375,6,20,5,0,7.36,5,2,2,8.0,0.0,0.3333333,380.9524,0.0,0,0,0.0,15,0,0,0.0,0,0.9375,0.02150214,1.733974,0,0.001376,2,2,1,1,0,0,0,0,0,0,0,0,0,14
,67504,3.733652,1.0,1.0,1,1,22,16,3,5,0.875,3,20,2,0,6.590909,2,2,1,16.0,1.0,0.1666667,375.0,0.0,6,0,0.0,16,0,0,0.0,1,1.0,0.03408009,2.628609,0,0.001376,4,4,1,3,0,0,0,0,0,0,0,0,0,14
,67505,3.78347,2.0,1.0,1,1,26,17,4,3,0.8823529,8,20,5,0,8.0,4,1,1,17.0,1.0,0.6,294.1176,0.0,6,0,0.0,14,0,0,0.0,0,0.8235294,0.02315615,2.353111,0,0.001376,2,2,2,0,0,0,0,0,0,0,0,0,0,13
,67506,3.645822,1.0,1.0,1,1,13,8,2,2,0.75,2,11,2,0,6.846154,3,1,1,8.0,1.0,0.0,375.0,0.0,0,0,0.0,6,0,1,0.1608831,0,0.75,0.060206,2.118004,0,0.001376,2,2,2,0,0,0,0,0,0,0,0,0,0,5
,67507,4.536881,1.0,1.0,1,2,25,18,6,4,0.8888889,2,18,7,0,7.76,5,1,2,9.0,0.0,0.5833335,415.5844,0.0,7,0,0.0,17,0,1,0.1608831,0,0.9444444,0.04013734,2.862463,0,0.001376,2,2,1,0,1,1,1,0,0,1,0,0,0,15
,67508,4.763,2.0,8.0,1,3,56,30,7,5,0.9333333,14,50,6,0,7.375,14,3,3,10.0,0.0,0.4444444,166.6667,0.0,6,0,0.3333333,24,0,2,0.7884327,0,0.8,0.0,2.053712,1,0.018624,2,2,1,1,2,2,0,0,0,0,0,0,0,24
,67509,4.615724,2.0,2.0,1,5,70,48,14,12,0.7083333,8,62,8,0,6.9,14,4,5,9.6,0.0,0.2,271.5873,0.0,12,0,0.0,39,1,2,0.8717661,0,0.8125,0.09342311,2.344568,0,0.001376,6,6,4,0,2,2,0,0,0,1,0,0,0,29
,67510,4.750546,2.0,1.0,1,3,69,53,11,15,0.7735849,15,57,12,0,7.768116,14,1,3,17.66667,0.0,1.083333,300.0,1.666667,8,0,0.0,37,1,1,0.005327463,0,0.6981132,0.0431316,2.228759,0,0.001376,4,4,3,1,0,0,0,0,0,0,0,0,0,32
,67511,3.701,1.0,1.0,1,1,7,7,1,1,1.0,1,5,2,0,8.142858,0,0,1,7.0,1.0,1.0,285.7143,1.0,0,0,0.0,6,1,1,0.1608831,0,0.8571429,0.0,2.200486,0,0.001376,1,1,1,0,0,0,0,0,0,0,0,0,0,6
,67512,3.733,1.0,8.0,1,1,8,6,0,1,1.0,2,7,1,0,8.0,2,0,1,6.0,1.0,0.0,500.0,1.0,0,0,0.0,4,0,1,0.360883,0,0.6666667,0.0,3.397418,0,0.001376,2,2,1,0,0,0,0,0,0,0,0,0,0,4
,67513,4.652881,2.0,1.0,1,2,34,21,3,6,0.9047619,9,30,2,0,7.375,8,1,2,10.5,0.0,0.5,263.8889,0.5,13,0,0.0,17,1,0,0.0,0,0.8095238,0.04013734,2.480176,0,0.001376,3,3,2,0,1,1,1,0,0,1,0,0,0,15
,67514,3.723,1.0,8.0,1,1,15,12,3,3,1.0,0,12,3,0,8.4,3,0,1,12.0,1.0,0.0,333.3333,1.0,0,0,0.0,10,1,1,0.06088305,0,0.8333333,0.0,2.875817,0,0.001376,3,3,1,0,0,0,0,0,0,0,0,0,0,10
,67515,4.177736,1.0,1.0,1,7,84,64,6,17,0.71875,22,71,13,0,7.25,20,0,7,9.142858,0.8333333,0.04761904,374.2924,1.0,21,0,0.0,50,0,3,0.1826491,1,0.78125,0.07246598,2.086492,0,0.001376,10,9,3,1,1,0,1,1,0,0,0,0,2,37
,67516,4.861883,2.0,8.0,1,5,105,72,15,18,0.8055556,20,93,12,0,7.161905,33,0,5,14.4,0.0,0.125,293.0195,1.2,19,0,0.0,54,1,3,0.7207443,0,0.75,0.05187675,1.762188,0,0.001376,7,7,3,3,6,4,1,0,1,1,0,0,1,45
,67517,4.382462,1.0,1.0,1,11,117,81,11,22,0.5061728,23,91,25,0,7.974138,31,1,11,7.363636,0.7142857,0.1166667,426.3919,0.8181818,31,0,0.0,65,1,5,1.737749,1,0.8024691,0.1607903,2.371578,0,0.001376,21,21,10,4,1,0,1,0,0,0,0,0,0,36
,67518,4.841037,2.0,2.0,1,5,109,72,14,14,0.7361111,20,88,21,0,7.816514,29,1,5,14.4,0.0,0.6666667,324.3589,1.2,27,0,0.0,58,0,1,0.06088305,0,0.8055556,0.06627269,1.937416,0,0.001376,7,7,5,1,1,1,0,0,0,0,0,0,2,45
,67519,4.696784,2.0,8.0,1,2,40,23,3,4,0.8695652,11,35,5,0,7.4,11,0,2,11.5,0.0,0.6,370.5357,0.0,0,0,0.5,19,0,1,0.310883,0,0.8260869,0.01672389,1.466806,1,0.018624,2,2,2,0,0,0,0,0,0,0,0,0,0,18
,67520,4.671206,2.0,1.0,1,2,36,23,5,7,0.9130435,9,31,5,0,6.75,10,0,2,11.5,0.0,0.25,253.9682,0.0,0,0,0.0,21,0,0,0.0,0,0.9130435,0.0150515,2.139513,0,0.001376,2,2,1,1,0,0,0,0,0,0,0,0,0,20
,67521,4.825961,2.0,2.0,1,5,91,57,14,14,0.8947368,19,75,16,0,7.054945,28,3,5,11.4,0.0,0.3666666,270.7143,0.2,18,0,0.0,48,3,3,1.396935,0,0.8421053,0.01729225,2.027397,0,0.001376,3,3,3,0,3,3,1,0,1,1,0,0,0,45
,67522,3.729,1.0,8.0,1,1,10,7,0,2,1.0,3,8,2,0,7.1,3,0,1,7.0,1.0,0.0,285.7143,0.0,0,0,0.0,7,0,1,0.2275497,0,1.0,0.0,2.428776,0,0.001376,1,1,1,0,0,0,0,0,0,0,0,0,0,7
,67523,3.743,1.0,1.0,1,2,19,13,2,3,0.9230769,4,18,1,0,5.578948,6,0,2,6.5,1.0,0.0,262.5,0.0,0,0,0.0,10,1,2,0.7884327,0,0.7692308,0.0,2.43112,0,0.001376,1,1,1,0,1,0,1,1,0,0,0,0,0,10
,67524,3.715,1.0,1.0,1,1,12,9,3,2,0.8888889,2,11,1,0,6.416667,3,0,1,9.0,1.0,0.0,333.3333,0.0,0,0,0.0,7,0,1,0.2275497,0,0.7777778,0.0,2.478051,0,0.001376,1,1,1,0,0,0,0,0,0,0,0,0,0,7
,67525,3.569736,1.0,1.0,1,1,23,21,8,8,0.6666667,5,18,2,0,6.6,2,0,1,21.0,1.0,0.0,142.8571,0.0,8,0,0.0,19,3,0,0.0,0,0.9047619,0.1293263,2.469403,0,0.001376,1,1,1,0,0,0,0,0,0,0,0,0,0,13
,67526,3.720676,1.0,1.0,1,1,20,14,2,2,0.9285714,5,17,3,0,7.05,4,1,1,14.0,1.0,1.0,214.2857,0.0,6,0,0.0,13,0,0,0.0,0,0.9285714,0.02508583,1.758232,0,0.001376,1,1,1,0,0,0,0,0,0,0,0,0,0,12
,67527,3.715,1.0,8.0,1,1,9,5,1,1,1.0,2,7,2,0,8.222222,2,1,1,5.0,1.0,0.0,400.0,1.0,0,0,0.0,4,0,1,0.560883,0,0.8,0.0,3.397418,0,0.001376,1,1,1,0,0,0,0,0,0,0,0,0,0,4
,67528,4.724051,2.0,8.0,1,4,56,38,11,11,0.8157895,12,42,11,0,7.245283,18,0,4,9.5,0.0,0.0,164.5833,0.75,14,0,0.0,27,1,3,1.182649,0,0.7105263,0.03242297,1.985545,0,0.001376,4,4,3,0,2,2,0,0,2,0,0,0,0,24
,67529,3.761,1.0,1.0,1,3,23,16,2,4,1.0,4,19,4,0,7.652174,7,0,3,5.333333,1.0,0.6666667,450.0,0.0,8,0,0.0,14,0,2,1.121766,0,0.875,0.0,2.690572,0,0.001376,2,2,1,0,0,0,0,0,0,0,0,0,0,14
,67530,3.701,1.0,1.0,1,1,5,3,0,1,1.0,1,5,0,0,6.2,0,1,1,3.0,1.0,0.0,333.3333,0.0,0,0,0.0,2,0,1,0.560883,0,0.6666667,0.0,3.397418,0,0.001376,1,1,1,0,0,0,0,0,0,0,0,0,0,2
,67531,3.768568,1.0,1.0,1,2,36,23,7,8,0.8695652,8,26,10,0,8.25,8,1,2,11.5,1.0,0.1666667,265.3846,0.0,6,0,0.0,20,1,1,0.4180259,0,0.8695652,0.03344778,2.0369,0,0.001376,2,2,1,0,0,0,0,0,0,0,0,0,0,18
,67532,3.726568,1.0,1.0,1,1,17,12,1,5,0.9166667,5,13,4,0,7.352941,5,0,1,12.0,1.0,0.0,333.3333,1.0,6,0,0.0,10,0,0,0.0,0,0.8333333,0.03344778,2.822312,0,0.001376,2,2,2,0,0,0,0,0,0,0,0,0,0,9
,67533,3.877205,1.0,8.0,1,9,98,52,5,21,0.8269231,17,81,13,0,7.053192,35,4,9,5.777778,1.0,0.2592592,250.8417,0.3333333,14,0,0.0,43,0,7,3.926181,2,0.8269231,0.04543896,1.6498,0,0.001376,2,2,2,0,2,2,0,0,0,0,0,0,0,37
,67534,4.657155,2.0,1.0,1,3,58,36,9,10,0.7777778,14,44,14,0,7.758621,22,0,3,12.0,0.0,0.0,270.8333,0.3333333,0,0,0.0,29,0,2,0.7550994,0,0.8055556,0.07309745,1.46703,0,0.001376,2,2,2,0,0,0,0,0,0,0,0,0,0,23
,67535,4.351653,2.0,8.0,1,4,55,37,11,9,0.9189189,18,50,5,0,6.654545,14,2,4,9.25,0.5,0.0,315.0183,0.0,12,0,0.0,34,1,3,0.9207443,0,0.9189189,0.02510165,1.982849,0,0.001376,2,2,1,0,0,0,0,0,0,0,0,0,0,31
